char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword	~
恤	61 心忄⺗	9701.0	PHBT	心竹月廿	42296.100	0385.040					show pity: Phonosemantic compound. 忄 represents the meaning and 血 represents the sound. Simplified form of 卹.
恥	61 心忄⺗	1310.0	SJP	尸十心	42290.010	0385.060	1914	shame			shame
恦	61 心忄⺗	9702.0	PHBR	心竹月口	42296.110	0385.070					
恧	61 心忄⺗	1033.2	MBP	一月心	42290.090	0385.080					ashamed
恨	61 心忄⺗	9703.2	PAV	心日女	42299.030	0385.090	2441	hate	2512	hate	hatred: Phonosemantic compound. 忄 represents the meaning and 艮 represents the sound.
恩	61 心忄⺗	6033.0	WKP	田大心	42290.180	0385.110	1783	kindness	570	kindness	kindness: Phonosemantic compound. 心 represents the meaning and 因 represents the sound.
恪	61 心忄⺗	9706.4	PHER	心竹水口	42298.030	0385.120					respectful: Phonosemantic compound. 忄 represents the meaning and 各 represents the sound. Simplified form of 愙.
恫	61 心忄⺗	9702.0	PBMR	心月一口	42295.080	0385.130					in pain: Phonosemantic compound. 忄 represents the meaning and 同 represents the sound.
恬	61 心忄⺗	9206.4	PHJR	心竹十口	42296.050	0385.140					quiet: Phonosemantic compound. 忄 represents the meaning and 舌 represents the sound.
恭	61 心忄⺗	4433.8	TCP	廿金心	42299.090	0385.150	2696	respectful	2767	respectful	respectful: Phonosemantic compound. ⺗ represents the meaning and 共 represents the sound.
恮	61 心忄⺗	9801.4	POMG	心人一土	42296.140	0385.190					
息	61 心忄⺗	2633.0	HUP	竹山心	42291.040	0385.200	538	breath	574	breath	rest: Depicts a breath of air going into the nose (自). The lines representing breath were later reanalyzed as 心 (heart).
恰	61 心忄⺗	9806.1	POMR	心人一口	42297.020	0386.010	1766	just right	1809	just right	just: Phonosemantic compound. 忄 represents the meaning and 合 represents the sound.
恱	61 心忄⺗		PCIU	心金戈山	42297.060	0386.030					
恲	61 心忄⺗	9804.1	PTT	心廿廿	42298.120	0386.150					
恳	61 心忄⺗	7733	AVP	日女心	42293.040	0386.161			2507	wholeheartedly	sincere: Phonosemantic compound. 心 represents the meaning and 艮 represents the sound. Simplified form of 懇.
恴	61 心忄⺗		YAP	卜日心	42292.080	0386.161					
恵	61 心忄⺗	5033.6	JWP	十田心	42290.031	0386.161					favor
恶	61 心忄⺗	1033	MCP	一金心	42290.030	0386.161			1354	evil	evil: Phonosemantic compound. 心 represents the meaning and 亚 represents the sound. Simplified form of 惡.
恷	61 心忄⺗	2433.9	ODP	人木心	42291.021	0386.161					
恸	61 心忄⺗	9402	PMIS	心一戈尸	42293.130	0386.161					sadness: Moving 动 and sad 忄; 动 also provides the pronunciation
恹	61 心忄⺗	9108	PMIK	心一戈大	42294.090	0386.161					feeble
恺	61 心忄⺗	9201	PUSU	心山尸山	42296.030	0386.161					enjoy: Phonosemantic compound. 忄 represents the meaning and 岂 represents the sound. Simplified form of 愷.
恻	61 心忄⺗	9200	PBON	心月人弓	42296.040	0386.161					feel anguish: Phonosemantic compound. 忄 represents the meaning and 则 represents the sound. Simplified form of 惻.
恼	61 心忄⺗	9007	PYUK	心卜山大	42298.050	0386.161			1179	annoyed	get angry: Phonosemantic compound. 忄 represents the meaning and 𡿺 represents the sound. Simplified form of 惱.
恽	61 心忄⺗	9705	PBKQ	心月大手	42299.010	0386.161					devise: To plan 忄 for a battle 军; 军 also provides the pronunciation
恾	61 心忄⺗		PTYV	心廿卜女	42294.040	0386.170					
恿	61 心忄⺗	1733.2	NBP	弓月心	42302.060	0386.180					instigate: Phonosemantic compound. 心 represents the meaning and 甬 represents the sound. Simplified form of 惥.
悀	61 心忄⺗	9702.7	PNIB	心弓戈月	42307.070	0386.190					
悁	61 心忄⺗	9602.7	PRB	心口月	42299.060 42304.060	0386.200					irritable
悂	61 心忄⺗		PPPG	心心心土	42303.100	0386.210					
悃	61 心忄⺗	9600.0	PWD	心田木	42305.010	0386.220					sincere
悄	61 心忄⺗	9902.7	PFB	心火月	42303.130	0386.240	1760	noiseless	1807	noiseless	silent: Phonosemantic compound. 忄 represents the meaning and 肖 represents the sound.
悅	61 心忄⺗	9801.6	PCRU	心金口山	42306.151	0386.260	1776	delighted			pleased: Phonosemantic compound. 忄 represents the meaning and 兌 represents the sound.
悆	61 心忄⺗	8033.9	OMDP	人一木心	42301.060	0386.290					happy
悇	61 心忄⺗	9809.4	POMD	心人一木	42306.030	0386.300					
悈	61 心忄⺗	9305.0	PIT	心戈廿	42302.090	0386.310					
悉	61 心忄⺗	2033.9	HDP	竹木心	42301.070	0386.320	2790	be informed	2846	be informed	thorough and detailed: Alludes to knowing (心) the distinctions (釆) between things thoroughly.
悊	61 心忄⺗	5233.2	QLP	手中心	42299.100	0386.380					wise. to know intuitively
悋	61 心忄⺗	9006.4	PYKR	心卜大口	42306.120	0386.410					
悌	61 心忄⺗	9802.7	PCNH	心金弓竹	42306.160	0386.430					brotherly: Fraternal 弟 respect 忄; 弟 also provides the pronunciation
悍	61 心忄⺗	9604.1	PAMJ	心日一十	42304.020	0387.010	2579	bold	2646	bold	courageous: Phonosemantic compound. 忄 represents the meaning and 旱 represents the sound. Simplified form of 猂.
悎	61 心忄⺗	9406.1	PHGR	心竹土口	42305.120	0387.050					
悏	61 心忄⺗		PKOO	心大人人	42303.080	0387.080					
悐	61 心忄⺗	4933.8	KFP	大火心	42301.090	0387.090					respect
悑	61 心忄⺗		XPIJB	難心戈十月	42303.010	0387.110					
悒	61 心忄⺗	9601.7	PRAU	心口日山	42305.060	0387.130					sorrowful
悓	61 心忄⺗		PBUU	心月山山	42304.040	0387.160					
悔	61 心忄⺗	9805.5	POWY	心人田卜	42305.130	0387.170	1774	be sorry about	1818	be sorry about	repent: Phonosemantic compound. 忄 represents the meaning and 每 represents the sound.
悕	61 心忄⺗	9402.7	PKKB	心大大月	42306.050	0387.200					
悖	61 心忄⺗	9404.7	PJBD	心十月木	42302.150	0387.220					be contradictory to
悗	61 心忄⺗	9701.6	PNAU	心弓日山	42306.080	0387.230					
悘	61 心忄⺗		SKP	尸大心	42300.030	0387.250					
悙	61 心忄⺗		PYRN	心卜口弓	42306.110	0387.290					
悚	61 心忄⺗	9509.6	PDL	心木中	42303.030	0387.310					afraid: Phonosemantic compound. 忄 represents the meaning and 束 represents the sound.
悛	61 心忄⺗	9304.7	PICE	心戈金水	42307.080	0387.340					repent
悜	61 心忄⺗	9601.4	PRHG	心口竹土	42305.020	0387.350					obscure
悝	61 心忄⺗	9601.4	PWG	心田土	42304.010	0388.030					to laugh at to pity
悞	61 心忄⺗		PRVK	心口女大	42305.050	0388.040					impede
悟	61 心忄⺗	9106.1	PMMR	心一一口	42303.040	0388.050	1755	realize	1799	realize	to apprehend: Phonosemantic compound. 忄 represents the meaning and 吾 represents the sound.
悠	61 心忄⺗	2833.4	OKP	人大心	42300.150	0388.070	2023	without haste	2090	without haste	long: Phonosemantic compound. 心 represents the meaning and 攸 represents the sound.
悡	61 心忄⺗		XHNP	難竹弓心	42300.120	0388.140					
悢	61 心忄⺗	9303.2	PIAV	心戈日女	42307.030	0388.150					
患	61 心忄⺗	5033.6	LLP	中中心	42300.090	0388.160	1781	troubles	1796	troubles	suffer: Phonosemantic compound. 心 represents the meaning and 串 represents the sound.
悤	61 心忄⺗		HWP	竹田心	42301.030	0388.210					agitated: Phonosemantic compound. 心 represents the meaning and 囱 represents the sound.
悥	61 心忄⺗		YMMP	卜一一心	42302.010	0388.230					
悦	61 心忄⺗	9801.6	XPCRU	難心金口山	42306.150	0388.341			1815	delighted	pleased: Phonosemantic compound. 忄 represents the meaning and 兑 represents the sound. Simplified form of 悅.
悧	61 心忄⺗	9200.0	PHDN	心竹木弓	42305.121	0388.341					smooth: One with a sharp 刂 wit 忄; 利 also provides the pronunciation
您	61 心忄⺗	2733.9	OFP	人火心	42301.020	0388.341	742	you (respectful)	800	you (respectful)	honorific for 'you': Phonosemantic compound. 心 represents the meaning and 你 represents the sound.
悩	61 心忄⺗	9207.2 9907.2	PFUK	心火山大	42306.161	0388.341					angered
悪	61 心忄⺗	1033.1	XMMP	難一一心	42300.020	0388.341					evil
悫	61 心忄⺗	4033	GBHP	土月竹心	42299.120	0388.341					sincerity
悬	61 心忄⺗	7733	BIP	月戈心	42300.070	0388.341			1482	suspend	hang: Pride 心  in one's country 县, expressed by a flag; 县 also provides the pronunciation
悭	61 心忄⺗		PLEG	心中水土	42303.120	0388.341					miserly: Having a hard 坚 heart 忄; 坚 also provides the pronunciation
悮	61 心忄⺗		PRMK	心口一大	42305.051	0388.341					impede
悯	61 心忄⺗	9702	PLSK	心中尸大	42306.140	0388.341					pity: Phonosemantic compound. 忄 represents the meaning and 闵 represents the sound. Simplified form of 憫.
悰	61 心忄⺗	9309.1	PJMF	心十一火	42319.010	0388.350					enjoy
悱	61 心忄⺗	9101.1	PLMY	心中一卜	42314.130	0388.360					to be desirous of speaking
悲	61 心忄⺗	1133.1	LYP	中卜心	42310.040	0388.370	2562	sad	2634	sad	sorrow: Phonosemantic compound. 心 represents the meaning and 非 represents the sound.
悳	61 心忄⺗	4033.1	JVP	十女心	42309.030	0388.410					ethics: Variant form of 惪
悴	61 心忄⺗	9004.8	PYOJ	心卜人十	42318.060	0389.020					suffer: Phonosemantic compound. 忄 represents the meaning and 卒 represents the sound. Simplified form of 顇.
悵	61 心忄⺗	9103.2	PSMV	心尸一女	42313.030	0389.030					disappointed: Phonosemantic compound. 忄 represents the meaning and 長 represents the sound.
悶	61 心忄⺗	7733.7	ANP	日弓心	74291.040	0389.050	2553	stuffy			gloomy: Phonosemantic compound. 心 represents the meaning and 門 represents the sound.
悷	61 心忄⺗	9303.4	PHSK	心竹尸大	42319.060	0389.070					
悸	61 心忄⺗	9204.7	PHDD	心竹木木	42316.010	0389.080					fearful: Phonosemantic compound. 忄 represents the meaning and 季 represents the sound.
悹	61 心忄⺗	0033.7	JRRP	十口口心	42312.050	0389.090					
悺	61 心忄⺗	9307.7	PJRR	心十口口	42319.020	0389.100					
悻	61 心忄⺗	9404.1	PGTJ	心土廿十	42313.050	0389.120					anger: Phonosemantic compound. 忄 represents the meaning and 幸 represents the sound.
悼	61 心忄⺗	9104.6	PYAJ	心卜日十	42314.140	0389.130	1757	mourn	1800	mourn	grieve: Phonosemantic compound. 忄 represents the meaning and 卓 represents the sound.
悽	61 心忄⺗	9504.7	PJLV	心十中女	42314.100	0389.190					sorrowful: Phonosemantic compound. 忄 represents the meaning and 妻 represents the sound.
悾	61 心忄⺗	9301.1	PJCM	心十金一	42319.030	0389.210					naive
悿	61 心忄⺗	9203.3	PHKP	心竹大心	42313.010	0389.220					
惀	61 心忄⺗	9802.7	POMB	心人一月	42317.030	0389.240					
惁	61 心忄⺗	4233.2	DLP	木中心	42309.070	0389.250					
惂	61 心忄⺗		PNHX	心弓竹難	42317.120	0389.260					
惃	61 心忄⺗	9601.1	PAPP	心日心心	42315.060	0389.270					
惄	61 心忄⺗	2733.4	YEP	卜水心	42310.050	0389.290					long for
情	61 心忄⺗	9502.7	PQMB	心手一月	42312.130	0389.310	1154	feelings	1213	feelings	feeling: Phonosemantic compound. 忄 represents the meaning and 青 represents the sound.
惆	61 心忄⺗	9702.0	PBGR	心月土口	42317.100	0389.340					distressed: Phonosemantic compound. 忄 represents the meaning and 周 represents the sound.
惇	61 心忄⺗	9004.7	PYRD	心卜口木	42318.040 42331.010	0390.010					be kind
惈	61 心忄⺗	9609.4	PWD	心田木	42315.050	0390.040					
惉	61 心忄⺗	3133.6	ERP	水口心	42311.260	0390.060					
惊	61 心忄⺗	9009.6	PYRF	心卜口火	42318.030	0390.110			579	startled	startle, frighten: Phonosemantic compound. 忄 represents the meaning and 京 represents the sound. Simplified form of 驚.
惋	61 心忄⺗	9301.2	PJNU	心十弓山	42319.050	0390.150					regret: Phonosemantic compound. 忄 represents the meaning and 宛 represents the sound.
惌	61 心忄⺗	3033.1	JNUP	十弓山心	42312.060	0390.160					to bear a grudge against
惍	61 心忄⺗	9801.9	PC	心金	42317.010	0390.180					
惎	61 心忄⺗	4433.8	TCP	廿金心	42308.010	0390.200					injure
惏	61 心忄⺗	9409.0	PDD	心木木	42314.010	0390.300					avaricious
惐	61 心忄⺗		PIRM	心戈口一	42314.040	0390.330					
惑	61 心忄⺗	5333.0	IMP	戈一心	42309.090	0390.340	1770	be bewildered	1792	be bewildered	confuse: An uncertain 或 heart 心; 或 also provides the pronunciation
惒	61 心忄⺗		HRP	竹口心	42311.090	0390.350					
惓	61 心忄⺗	9901.2	PFQU	心火手山	42318.130	0390.400					careful
惔	61 心忄⺗	9908.9	PFF	心火火	42318.150	0390.450					cheerful
惕	61 心忄⺗	9602.7	PAPH	心日心竹	42315.080	0390.480	2078	watchful	2133	watchful	be cautious: Phonosemantic compound. 忄 represents the meaning and 易 represents the sound.
惖	61 心忄⺗		AHP	日竹心	42311.030	0390.490					
惗	61 心忄⺗		POIP	心人戈心	42317.070	0391.030					
惘	61 心忄⺗	9702.0	PBTV	心月廿女	42315.120	0391.060					disconcerted: Phonosemantic compound. 忄 represents the meaning and 罔 represents the sound.
惙	61 心忄⺗	9704.7	PEEE	心水水水	42320.020	0391.070					sad
惚	61 心忄⺗	9703.2	PPHP	心心竹心	42317.130	0391.080					absent-minded: To neglect 忽 the mind 忄; 忽 also provides the pronunciation
惛	61 心忄⺗	9206.4	PHPA	心竹心日	42317.110	0391.090					confused: Night falling 昏 on the mind 忄; 昏 also provides the pronunciation
惜	61 心忄⺗	9406.1	PTA	心廿日	42313.090	0391.110	2171	rue	2239	rue	pity: Phonosemantic compound. 忄 represents the meaning and 昔 represents the sound.
惝	61 心忄⺗	9902.7	PFBR	心火月口	42315.020	0391.120					alarmed
惞	61 心忄⺗		PHLO	心竹中人	42316.050	0391.150					
惟	61 心忄⺗	9001.4	POG	心人土	42316.030	0391.170	1779	thinking	1817	thinking	but
惠	61 心忄⺗	5033.3	JIP	十戈心	42309.100	0391.190	2943	favor	1794	favor	favor: Phonosemantic compound. 心 represents the meaning and 叀 represents the sound.
惡	61 心忄⺗	1033.1	MMP	一一心	42307.120	0391.250	1314	evil			evil: Phonosemantic compound. 心 represents the meaning and 亞 represents the sound.
惢	61 心忄⺗	3333.0	PPP	心心心	42312.080	0391.270					
惣	61 心忄⺗	2733.2	HHP	竹竹心	42311.080	0392.030					
惤	61 心忄⺗	9003.2	PNYI	心弓卜戈	42319.100	0392.090					
惥	61 心忄⺗		XXHOP	難難竹人心	42322.090	0392.181					old variant of 恿[yǒng]
惦	61 心忄⺗	9006.1	PIYR	心戈卜口	42318.050	0392.181					think of: Phonosemantic compound. 忄 represents the meaning and 店 represents the sound.
惧	61 心忄⺗	9608.1 9708.1	PBMC	心月一金	42315.040	0392.181			1801	be frightened	fear: Phonosemantic compound. 忄 represents the meaning and 具 represents the sound. Simplified form of 懼.
惨	61 心忄⺗	9302.2	PIKH	心戈大竹	42320.010	0392.181			1311	wretched	sad: Phonosemantic compound. 忄 represents the meaning and 参 represents the sound. Simplified form of 慘.
惩	61 心忄⺗	2133	HMP	竹一心	42311.130	0392.181			1994	chasten	punish: Phonosemantic compound. 心 represents the meaning and 征 represents the sound. Simplified form of 懲.
惪	61 心忄⺗		JMP	十一心	42309.031	0392.181					virtue: Virtuous people have a straight (直) heart (心). 直 also represents the sound. Original form of 德.
惫	34 夂	2733	HEWP	竹水田心	42311.200	0392.181					tired: Phonosemantic compound. 思 represents the meaning and 夂 represents the sound. Simplified form of 憊.
惬	61 心忄⺗	9101	PSKT	心尸大廿	42313.020	0392.181					be satisfied
惭	61 心忄⺗	9202	PKQL	心大手中	42314.110	0392.181			2189	conscience-stricken	ashamed: Phonosemantic compound. 忄 represents the meaning and 斩 represents the sound. Simplified form of 慚.
惮	61 心忄⺗	9805	PCWJ	心金田十	42318.140	0392.181					dread: Phonosemantic compound. 忄 represents the meaning and 单 represents the sound. Simplified form of 憚.
惯	61 心忄⺗	9708	PWJO	心田十人	42320.030	0392.181			582	accustomed to	habit: Phonosemantic compound. 忄 represents the meaning and 贯 represents the sound. Simplified form of 慣.
惰	61 心忄⺗	9402.7	PKMB	心大一月	42326.110	0392.210	1762	indolent	1803	indolent	indolent
惱	61 心忄⺗	9206.3	PVVW	心女女田	42332.160	0392.240	1467	annoyed			get angry: Phonosemantic compound. 忄 represents the meaning and 𡿺 represents the sound.
惲	61 心忄⺗	9705.2	PBJJ	心月十十	42331.100	0392.250					devise
想	61 心忄⺗	4633.0	DUP	木山心	42320.110	0392.260	537	think	573	think	think: Phonosemantic compound. 心 represents the meaning and 相 represents the sound.
惴	61 心忄⺗	9202.7	PUMB	心山一月	42328.100	0392.270					afraid: Phonosemantic compound. 忄 represents the meaning and 耑 represents the sound.
惵	61 心忄⺗	9409.4	PPTD	心心廿木	42326.040	0392.290					
惶	61 心忄⺗	9601.4	PHAG	心竹日土	42329.090	0392.320	1767	fearful	1805	fearful	fearful: Phonosemantic compound. 忄 represents the meaning and 皇 represents the sound.
惷	61 心忄⺗	4033.6	QKAP	手大日心	42320.040	0392.330					wriggle: Variant of 蠢.
惸	61 心忄⺗	9704.7	PPAD	心心日木	42330.080	0392.340					troubled
惹	61 心忄⺗	4433.6	TKRP	廿大口心	42309.010	0393.010	1782	provoke	1797	provoke	irritate: Phonosemantic compound. 心 represents the meaning and 若 represents the sound.
惺	61 心忄⺗	9601.4	PAHM	心日竹一	42328.020	0393.040					intelligent: A brilliant 星 mind 忄; 星 also provides the pronunciation
惻	61 心忄⺗	9200.0	PBCN	心月金弓	42327.120	0393.050					feel anguish: Phonosemantic compound. 忄 represents the meaning and 則 represents the sound.
